feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
-2.5717818569021187,-0.7753203817531107,-0.23060431862180109,1.9586454390268915,-3.395606718396292,1.5220538732001896,-0.3776270714104506,-0.1555427116786503,-2.0057069666509593,-0.6653965195185616,1
0.24279451287245377,-0.9100805166215066,-0.21877219997723293,0.3533093791044928,1.1163012432841026,1.1716652076396359,-0.8684230883492765,1.7165259608159529,0.10109900121752835,2.1483608891612036,1
1.3421615840935108,0.24920864008605254,2.5265415049062265,0.6480541869117618,1.317515237984514,0.11097810368232192,-0.2954285974035172,-2.1391628171515094,0.6652004271124764,-0.3143479270910663,0
1.1951170445846295,-1.0200425925767138,0.08827626427586427,-1.7915097071513937,0.33957292749042645,-0.8204644990045084,-0.06320109980427752,-1.2183615025045569,1.8173988416842648,-0.3709514166904553,0
-2.8810239862965847,-1.109876504530687,-0.48306164205167723,2.5065836496789293,-3.877937147089999,-0.0905997936064675,-1.7667090200433992,-0.8756140269660093,-2.071011248722562,-1.5373359509744229,1
0.9908237253544445,-0.12037996761642769,0.21800200310008352,-1.4192476320881766,-0.19979738249872736,0.1337876299312892,-0.16411841377896916,-0.9522966881647573,1.2113512451230146,1.326206684866226,0
-1.4431955601675421,-0.6213217399126133,0.5742333742367118,-0.2381677732804568,-1.9209706744115336,-1.4089181330395233,-0.8593219489101359,1.7552690465721437,-1.1969234953366388,1.4342088058291813,1
1.1381965887203191,1.4750690913302829,0.3282098506821182,-0.80348822588831,0.6114561746851335,0.5037891910743038,1.8307346284615478,-0.7965975549072069,0.3898469051175083,1.2261105534873287,0
-1.0094846071116703,-0.3845359328870065,-0.040311677855454864,-0.037959613602639664,-1.0000144103729793,-1.9621257001658183,-0.3243504654360215,2.44596442074954,-0.4276789633074233,2.645763137958036,1
2.4440690893541293,2.0785803860353003,0.7351891281206839,2.0934180784038774,3.7504078386396813,-0.5831527416363778,0.15538042506679664,-2.0793174111428874,-0.3755153740435764,1.0598035951698939,0
1.1374492792889266,0.4798639939709552,0.6978577933880423,-1.4039707932487457,0.08753163406860187,-1.2214088838290593,-0.3496080835178359,-0.9784008633179759,1.3276172596684146,1.220866838141042,0
-0.4793612055930564,-0.27343945782277207,-0.02186667088726766,-0.8988234750068933,-0.10681280119130243,-1.1397546929300948,-0.257219019727477,2.983944831626848,-2.3315502091210716,3.056862876136101,0
-1.5901043538804338,0.7301614494648146,-0.49636372783275357,1.3653124776821657,-1.9753779574727863,-0.4164796024579188,0.16269683703677829,0.995039063768601,1.423981387256899,1.16651475420767,1
-2.127552311485434,-0.13819931391196222,1.6053017116875117,2.5751573064579647,-2.534163751563188,-0.5152969635731398,1.4482791552303402,-0.5508313175705353,-1.3246738604262502,-0.8094167990435623,1
1.2633824934511693,0.5584164583934024,-0.700872994353172,-0.04237432719657097,0.8947231230477641,-0.9428345918045695,-0.8404054589901072,-1.814858110745993,0.9635746007981517,0.024927505263224292,0
-1.3899454540779628,-0.5178546050315885,0.4665568019320576,0.8061453915512318,-1.807725165065298,1.1823019335588858,-0.26698733359195875,1.1708622306506902,1.4729705186709805,1.2306942415300546,1
-1.5420227146757939,1.3873776955191437,-0.5685749238514674,2.0037859757910006,-1.854495300492606,1.832110206619081,-0.9388415778996188,-0.2657841770690019,0.5912472031231331,-0.3718576708028525,1
-3.1390802665951223,-1.23643623681574,0.7463008353717421,2.9983940649070555,-4.097787932149137,1.8428983221323298,0.2870297273240832,-0.7297109968082569,-2.08613771007506,-1.2030274270163859,0
-0.06398702730959469,0.03699329099306634,-0.21546894976606182,-1.1005074164207742,0.11735268204269689,0.6499227052033001,-2.334277037080599,2.6107230568596784,1.1510210101708287,2.7879307441425016,1
-0.6300911833121167,1.2151044932715191,0.7769658389833235,1.369513688959711,-0.052792006085101706,-1.1287045282898724,0.33445973603740725,1.0382022900899912,-1.0589921856467308,1.317677852773898,0
-1.8143621085993997,-0.7156826278393644,-0.6597316873251375,0.4228398726826593,-2.5177317768722016,0.5124919061881716,-1.2152567907785026,1.4152349306464618,0.1575699265881283,1.2250055388834342,1
-1.1240942384025103,1.8120175502198936,-2.1079693241511723,2.757690076065372,-0.621374919638606,-1.19883888544663,0.35276074152715503,-0.3758013511256906,-1.882903043025287,-0.2588809689533953,1
0.8456702064398406,0.5398222836487525,-1.0894923583542648,-0.5235843747134058,0.47938777757107787,-0.003994593313150247,-0.47673813558685885,-1.0035768586913398,0.26632662820507635,0.11220220605328501,0
-0.08549209741641693,0.8636884065424075,-1.1945960690159676,0.47263113727665396,0.8214034500690559,0.7731227105668955,-1.337624245292261,1.898542574343586,-1.89300268787806,2.2446708986278305,1
1.7645046007909282,0.18490112149338117,-0.42897282334997805,0.4292077698416541,2.180230834820782,-0.2818050035692838,-1.0639293999905988,-1.4270928316521716,0.1512783546107006,0.6727702558907489,0
-1.4588132792363162,-0.37656040495305093,-0.6898309604562726,3.395719533495722,-1.2184297702751794,-0.2346253759934255,0.7394637393972663,-1.462090472775143,-1.760770716059473,-1.5922349230561212,1
1.1451242182571024,1.5631692207316235,-0.034723198209350305,-1.850760054600424,0.4209569025535501,-0.6194152929020664,-0.43071953561786086,0.27080203620935195,0.31033946256479183,2.414131474955309,0
2.0526861122346918,-0.4997988823321921,0.1304699563589981,-1.3640415746479198,1.6041435399609285,-0.4016591957054842,-0.8929610244828148,-0.07604406503004169,0.8042213802016902,3.698756501899795,0
-1.8201485007615155,-0.6870501901574394,-0.8429228691019899,2.3092645695933713,-2.2115609513072467,0.8242247703287222,1.1402549636278,-0.22190141242487438,0.6198867568656505,-0.2559906433618302,1
-1.4161887480273183,-1.818630722211721,0.3352994929249027,-0.23706802039759545,-1.5702216437911154,-1.8841964228923205,-0.7625437562291356,2.839729839992584,-1.7408874861472274,2.9235804295795242,1
1.2306392402888535,0.2574638033532226,-0.017836020213106808,-4.197548656844237,-0.39547695627234014,-1.5928817800750836,-1.2399202228217405,1.9286600506511489,0.9051878646887609,4.870712296296323,0
-1.6353987507046508,-0.43260255750881077,0.7873545350246524,-0.6814819745660825,-2.0553776569363116,0.4539925158853077,-0.13844058199428902,3.0268487632137604,-2.039987671910893,2.927117595208004,1
2.9932850042772476,-2.2468212067552766,2.8000630382470324,0.6604801380029099,3.6575804051319176,0.5675437530650732,0.8317081484900173,-1.483629094419117,0.8703288706477513,2.950552913772467,0
