feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
-1.3228117007830182,0.47812499636301325,0.02321160432527294,-1.5257775118655468,0.7324852970073881,0.2816745574804912,-2.096557481215648,-0.09312279204743792,1.6217279782495952,1.9070558424177735,19.608239494589654
-1.7920479933488889,-1.396088082736664,0.5449343866619168,0.017083479268107382,-0.9329622079926991,2.4494491677910926,0.7908233899916132,0.5912993638749305,-0.21011952594592193,2.8652035405143534,84.90276471823792
-0.7043411390789783,0.41772545792310906,1.0747038579701735,1.533995675203417,-0.9992784708194048,-0.6272990613145605,-1.1504285628334636,0.25838362639985063,0.32911418619900207,0.37494836156108974,38.603072339035954
0.6225191403049977,0.48042449611778676,-0.6311919417468571,-0.3328117648522096,-0.4674931736578535,0.5684589189242769,0.8313510579847683,-0.9681860639071049,0.4879726826630046,-0.8624932997247339,-44.92497593635616
0.13906415030468255,0.704642720749891,-0.8576702045753997,-0.7097851001194992,0.6343866731890512,-1.2493385148615423,0.9367952162539889,0.1555907349688975,0.770330879327212,1.6292757699588616,-0.8258503488147377
-1.3732835082610737,-0.0093094137824944,0.5279285496394205,0.5114824603185946,2.7342182226804077,-1.5946539531407646,0.5795865953865923,-1.9116069595528773,-1.323743679148479,0.9965337469026397,11.194332028171127
-0.09402870506579078,1.9129413689387074,-1.5356238272982354,-0.28139721691114217,1.6901089783163248,-0.4820639803863324,0.26983891465506094,0.17896988949677223,-0.4756282987295663,-1.7596831946917684,-178.41182283032293
-0.6161143411521005,-1.290574305538218,-0.8754807638640578,-1.4642594582855035,0.749876023949013,1.3833988593140185,-1.8163365803213773,-1.1369878287674182,-2.059307297162304,-0.6901777185441497,-98.4114724071394
-0.8974009269018305,0.07458640654355353,1.3124703671409963,-0.898942156465536,-0.757870860425166,-0.8589723884443423,-0.4246633024328657,-1.0770990694039948,-0.8299645975379619,-0.05008409428482209,28.187568529451106
0.18392549434030994,-0.9327890415064383,-0.3854897603756083,-0.8871809418450403,-0.38687084685064654,-1.601836048972537,0.8126740421090424,1.2433193844551549,0.587259379399826,-0.5102927396336285,-64.4080261886014
1.2864513519225484,0.09276387874162441,-0.815204388144884,-1.1067798984040056,-0.0790428728895228,0.4917009100545345,-0.46978426273751345,-0.18112840603743752,0.3500574668894417,0.6186703349376717,38.79759461774902
-0.35343174875719907,0.8579239242923363,-1.6164741886510325,-0.7614922118116233,0.5672902778526694,-0.2918373627478628,1.4665787155741776,1.1411018666575734,0.852551939461232,-0.2226751005151545,-144.43729220611016
-0.11816404512856976,-1.3342584714027534,-0.6801782039968504,-0.4607197873885533,-1.3065268517353166,0.6663830820319143,0.6937731526901325,-1.3467175057975553,-0.1595734381462669,1.658130679618188,7.1872564918601185
