feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,target
0.7428716130380284,-3.3462420244197095,2.13147062490974,0.11612961349298212,1.0243517898599654,4.276219403878427,2.7075206450379765,-5.455548563531229,0.9647313903905032,-3.793098085513153,2.348778888011857,-2.8655714472263565,1.3264687305952112,0.9422300175678358,-0.5110577665375842,-3.812649237732632,-3.7278878447718475,1.2036513059183127,5.529162360485131,-0.42967612707459496,1
5.41005140912719,-1.3034014999241434,-2.285863542747934,-2.206847225340839,-0.07051955272741914,-1.7131411791170215,0.46568465399710113,11.944017524038761,4.240553792387031,-7.021879395196801,2.2635363106636976,1.1855559016378046,-5.743079217146806,-0.3521804481195873,2.4017901636497787,-0.34654567019437765,-0.30450796721322027,4.7292255818642115,7.924262449330757,-1.5648544249554606,0
0.4950024762555829,4.972860051447762,0.8965524362018135,-0.27494339910621535,-0.5393129236109787,2.4836092069957982,1.0716836686335722,-1.4132266007103647,1.6753031334622632,2.166403244070923,0.5253836802484703,2.6670627914191005,-1.7714219776624907,-0.15058354837492782,-3.0533347909381297,3.056612693737877,0.6091923107411192,-3.1503921813497096,-0.7401203853349312,0.9365066060570079,1
-6.564907178009898,-0.36114493226166844,-0.16377431495918948,1.1392159696723698,1.3990974792634143,0.9648866919133021,-8.310023319925598,-1.0687255451638136,2.4065102200409187,1.799077402907471,1.164740753421812,0.7874879207562953,-0.159256250964384,0.14599591431263995,-0.38301898311840654,4.152516059458415,0.9001010274421666,-1.6360768873418545,-4.482372656853693,0.6208299452898662,1
-4.163456725216077,-2.040895512806627,0.1379185000610883,-0.5181616332713168,1.939463549570124,-1.236996864124988,-2.7551499144628844,6.38613536787897,-2.5862586383126223,-5.267684985548529,-1.1804316332001448,4.016085762402772,2.2746812532224276,0.6234171586011584,-0.21131367881310914,4.295547623497537,-0.04195952739902453,-2.713839132182212,-8.311833244702491,0.7899077468538932,1
0.7635497700619502,-2.67624223187512,1.1061681062913924,-2.0087812339795583,-0.672218872552405,1.308489331365642,6.528617825033497,0.10265246910987665,-1.5855457263832795,3.9642649133156835,4.9808642350208,-3.3277296685235127,-6.4263619915984505,-1.1789961729568956,-0.6220921865460407,-4.264114297556459,-5.684639830878322,2.443338940322008,12.876401396021274,1.2556775257411008,0
4.4884339066148,-3.083923862084292,-3.4406632697959707,0.027237571091424106,-0.4901909062286882,1.0897311511168126,3.2940264027589965,14.176967739862048,1.036599018566576,0.7967730251767717,3.785796296111124,0.4136032034261894,-2.3744567695952887,1.153327763396889,0.05824208762619709,1.3313127481987186,-1.291056512591123,-4.329453032384077,0.15888674639621103,0.908090298262139,0
3.7689261247699664,1.6804914603067422,4.018186299699645,5.1019988325586265,2.426085613853053,7.298276637492058,3.211362946042943,-6.355889707752034,3.169460595458186,4.758088943907186,1.5994931703866442,2.970029458785799,-0.35050992090336197,-1.203885634372985,-0.12836950910744105,0.9976000437338893,-0.2217309805136478,-1.3942604326981232,-0.35854849269966493,-0.5277718759454261,1
-2.4403025847620565,1.8165000944863234,2.902250021396307,0.9427418866602391,0.41046022190207787,1.691437589264112,-3.1752623930325665,-5.636059998761154,4.021224957168426,2.649286165951759,0.21910881328132237,0.09431776169063055,-1.2540653298116307,0.16395148089481063,1.5595014986759237,-1.071818842231007,1.8259268772024764,-0.8618489724444434,-2.467565481639865,-0.5868127156030817,1
1.5738337029723786,3.2298776599523435,3.9967551658379317,3.4210536715788322,-0.2736065565341689,0.877468200902423,0.8035514377490709,-1.5064153068876835,1.444200173604428,-1.8621297851790901,0.8221355185806298,0.9768525844057,-2.6450139973406332,0.624606644894278,-2.1620048594391985,-1.599342534615689,1.9851453818865252,-2.3178896910245235,6.018903661914355,0.17124404768499576,1
