feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
-0.8710392615711571,-0.5215725088566883,1.7690338923808968,-2.597778826114137,-5.500391285454958,-2.279309030091138,-0.9430383969265996,2.088626172086782,-0.49521947393634347,2.2841726268323885,0.2054622452211146,0.6301540178809218,7.825022819041239,-2.152139127870557,1.3312479486456978,-1.4933637688231145,-1.6283066800397092,-6.693746912165671,-0.07668523029474696,3.0294763194117347,1
-3.9208521511168626,1.6318581778441124,0.579616847127034,0.21757936107767084,-3.85965913454478,-2.5021567035774575,0.8333709323634091,0.612768438917487,2.2587897975135562,-0.2822553755433306,-0.9003670951803119,1.047762444524834,-4.531076798080291,-0.5286062582589379,1.2276752333140402,-1.1943529756799867,-1.0278313918753337,1.9798092888089864,0.9527956087567889,-3.3255963244405926,0
-1.6043270410068395,-1.2041191702445362,1.2583733366251058,-1.360021791915106,-1.3146660504656655,1.0339005347243608,1.3620023623082906,-0.37931959527502856,-0.7525623284513172,1.4229868894184095,0.14418499722679567,-0.011727406525007296,1.8160973620359566,-2.0583525342968154,0.37106644991206816,-1.226233991474247,-2.3398106957172344,-0.5386385559542459,-1.4532089959581598,-1.8497570274428479,0
-0.7204656507554796,-1.5329338748177084,-2.1211485992062986,-1.1766877337696307,-0.856397021235564,0.5921867395370399,0.3049056267280961,-0.6460082225036907,1.128200617097635,1.3823054331701525,1.951473890185308,1.1030420933125509,1.488645528633673,1.1633670703800805,0.6112119009820121,-2.131182115902916,0.24937383753504086,-0.5859080838824404,-1.2717383033685028,-2.615864694489284,0
0.3334380600744603,-1.6751055290774337,1.194141783434776,-2.3830987724609694,-1.6813087613614242,-1.5000106806947882,-0.7689643230892408,0.2898195306631943,0.8109098124507345,0.058645186704406105,0.6248650532677462,-0.6246360627485523,4.252941486235435,-0.8676462298517633,-1.746219574887213,-0.7674101243395517,-1.8065170538268143,-3.003899517251519,0.7610273262639091,1.613907706896117,1
-2.4015090704720254,-0.01455217588750779,-0.4525980565997014,-3.7364352821930598,2.5607549956163433,1.6348230113148041,-1.3553636395631983,-6.066051686099732,0.8603962126148759,-4.848473095890794,-1.7818503895190565,0.32287667496723954,-6.283089675541975,0.7542688148528577,0.14075639257023997,2.557278485655833,-0.9791602516643121,1.727615166809102,-0.4472294751065225,2.733468224988999,0
-1.0759175247857935,-1.925370690919013,0.7482736118145231,1.5745675885239105,-0.03579924262445877,-2.6347378084781594,0.11829848680365003,1.8674762703652372,1.8584886187092904,-0.08955608321329733,0.4723726680497616,-0.2716903903394498,-2.0959584158052955,0.33382460797448305,1.197597065131125,1.5550124667551113,0.8019967995366616,-1.126664755691103,-1.360483083321941,0.19882281718433426,1
1.7055833093155441,3.672766046416426,-1.1990534647363662,-3.4136750562952747,-0.0484991243857652,-1.3543072150213835,-0.5498180841259542,4.328941721272298,-0.5899777782438062,1.955222534772108,-0.9648226145904232,-0.4224295118666621,7.972744374858706,0.6285924658462124,-2.257394695586113,-3.4166048379967258,0.8540358612139429,-2.8536050956110133,-0.29140471401095724,0.5424879863129968,0
-0.5950728262488972,0.6262318989009221,0.6886231490959941,-0.32359061097627495,0.6933295736490896,-1.0102453688000632,1.5401230499280987,-1.8084922813500417,0.7213315799859119,-1.476673127415845,0.1289478189038931,-0.7514974920481989,-4.408954552087616,0.5071305853292575,-0.535649122662359,-0.944960280222424,-1.3033175815994307,3.001763140342648,-1.2296982805944894,-1.9884842254561175,0
1.8853750977393022,0.4206387648817782,0.13415261655958047,3.27959227991287,-3.4029368433170974,-3.4975214775326635,0.8539412520628986,-1.801825150234325,-1.641166191291755,3.011193264162821,0.032700780609612394,0.22296036538155312,-1.449963091159286,0.13801957833616774,2.949820793643939,1.4619552382152992,-0.1399659143498984,2.8212022756933286,1.2465806131820751,-1.092552783548585,1
